id_produto,limite_credito,faixa_limite,tipo_cartao
933,46207,30k-60k,Standard
934,56191,30k-60k,Gold
935,110040,> 100k,Standard
936,45712,30k-60k,Standard
937,33327,30k-60k,Gold
938,20476,10k-30k,Standard
939,149574,> 100k,Gold
940,52500,30k-60k,Standard
941,18759,10k-30k,Gold
942,15997,10k-30k,Gold
943,87303,60k-100k,Gold
944,17567,10k-30k,Standard
945,132944,> 100k,Gold
946,5273,< 10k,Standard
947,98303,60k-100k,Standard
948,51063,30k-60k,Standard
949,39458,30k-60k,Standard
950,32118,30k-60k,Gold
951,136422,> 100k,Gold
952,59572,30k-60k,Standard
953,19298,10k-30k,Gold
954,10902,10k-30k,Standard
955,41114,30k-60k,Gold
956,36288,30k-60k,Gold
957,12532,10k-30k,Gold
958,34934,30k-60k,Standard
959,24300,10k-30k,Gold
960,36552,30k-60k,Standard
961,60363,60k-100k,Gold
962,103241,> 100k,Standard
963,68611,60k-100k,Gold
964,21916,10k-30k,Standard
965,47015,30k-60k,Standard
966,37955,30k-60k,Standard
967,14292,10k-30k,Gold
968,47990,30k-60k,Gold
969,133208,> 100k,Platinum
970,37149,30k-60k,Gold
971,11897,10k-30k,Standard
972,37093,30k-60k,Gold
973,15528,10k-30k,Standard
974,66471,60k-100k,Gold
975,52438,30k-60k,Gold
976,32220,30k-60k,Standard
977,28801,10k-30k,Gold
978,31301,30k-60k,Gold
979,36526,30k-60k,Standard
980,21150,10k-30k,Standard
981,13746,10k-30k,Standard
982,80586,60k-100k,Platinum
983,27728,10k-30k,Standard
984,40820,30k-60k,Standard
985,44342,30k-60k,Standard
986,45497,30k-60k,Standard
987,15967,10k-30k,Gold
988,11236,10k-30k,Standard
989,24050,10k-30k,Platinum
990,47906,30k-60k,Standard
991,21816,10k-30k,Standard
992,28326,10k-30k,Standard
993,160991,> 100k,Platinum
994,9978,< 10k,Standard
995,21407,10k-30k,Standard
996,136984,> 100k,Standard
997,35199,30k-60k,Standard
998,22154,10k-30k,Gold
999,82300,60k-100k,Gold
1000,37747,30k-60k,Standard
1001,28457,10k-30k,Standard
1002,41550,30k-60k,Gold
1003,22909,10k-30k,Standard
1004,17814,10k-30k,Standard
1005,33539,30k-60k,Standard
1006,17895,10k-30k,Standard
1007,36588,30k-60k,Standard
1008,46540,30k-60k,Standard
1009,65982,60k-100k,Standard
1010,79981,60k-100k,Standard
1011,27336,10k-30k,Gold
1012,51513,30k-60k,Platinum
1013,51265,30k-60k,Platinum
1014,45682,30k-60k,Gold
1015,25961,10k-30k,Standard
1016,17682,10k-30k,Standard
1017,51606,30k-60k,Gold
1018,10995,10k-30k,Standard
1019,30106,30k-60k,Standard
1020,6078,< 10k,Standard
1021,14250,10k-30k,Standard
1022,19653,10k-30k,Gold
1023,78253,60k-100k,Gold
1024,58786,30k-60k,Gold
1025,24642,10k-30k,Gold
1026,60509,60k-100k,Standard
1027,67598,60k-100k,Gold
1028,32452,30k-60k,Standard
1029,13779,10k-30k,Gold
1030,31396,30k-60k,Standard
1031,33910,30k-60k,Gold
1032,15325,10k-30k,Platinum
1033,46954,30k-60k,Standard
1034,44172,30k-60k,Standard
1035,49589,30k-60k,Standard
1036,44145,30k-60k,Standard
1037,60529,60k-100k,Standard
1038,32031,30k-60k,Gold
1039,41825,30k-60k,Standard
1040,27490,10k-30k,Standard
1041,24121,10k-30k,Gold
1042,92667,60k-100k,Standard
1043,8685,< 10k,Standard
1044,67086,60k-100k,Gold
1045,23520,10k-30k,Gold
1046,21482,10k-30k,Standard
1047,43612,30k-60k,Standard
1048,12800,10k-30k,Standard
1049,20512,10k-30k,Standard
1050,20042,10k-30k,Standard
1051,31101,30k-60k,Gold
1052,20683,10k-30k,Gold
1053,111388,> 100k,Standard
1054,127760,> 100k,Standard
1055,8818,< 10k,Standard
1056,53158,30k-60k,Standard
1057,66241,60k-100k,Gold
1058,53108,30k-60k,Gold
1059,22909,10k-30k,Standard
1060,30611,30k-60k,Standard
1061,21508,10k-30k,Gold
1062,27060,10k-30k,Standard
1063,15568,10k-30k,Standard
1064,33511,30k-60k,Standard
1065,12683,10k-30k,Standard
1066,31568,30k-60k,Standard
1067,15153,10k-30k,Platinum
1068,41972,30k-60k,Standard
1069,22570,10k-30k,Standard
1070,44507,30k-60k,Gold
1071,77428,60k-100k,Standard
1072,110482,> 100k,Standard
1073,6188,< 10k,Standard
1074,20253,10k-30k,Standard
1075,29373,10k-30k,Gold
1076,50122,30k-60k,Standard
1077,11438,10k-30k,Platinum
1078,18261,10k-30k,Gold
1079,39785,30k-60k,Standard
1080,38538,30k-60k,Standard
1081,47303,30k-60k,Standard
1082,49541,30k-60k,Standard
1083,46028,30k-60k,Standard
1084,41587,30k-60k,Standard
1085,37760,30k-60k,Platinum
1086,57834,30k-60k,Standard
1087,7573,< 10k,Standard
1088,107048,> 100k,Standard
1089,7760,< 10k,Standard
1090,17061,10k-30k,Gold
1091,30985,30k-60k,Gold
1092,58152,30k-60k,Standard
1093,4461,< 10k,Gold
1094,35607,30k-60k,Gold
1095,63239,60k-100k,Gold
1096,72850,60k-100k,Gold
1097,22289,10k-30k,Gold
1098,29419,10k-30k,Standard
1099,23592,10k-30k,Standard
1100,27587,10k-30k,Standard
1101,17636,10k-30k,Standard
1102,19487,10k-30k,Gold
1103,49220,30k-60k,Standard
1104,39820,30k-60k,Platinum
1105,51231,30k-60k,Standard
1106,42184,30k-60k,Gold
1107,59458,30k-60k,Gold
1108,67154,60k-100k,Gold
1109,10729,10k-30k,Gold
1110,19969,10k-30k,Standard
1111,30885,30k-60k,Standard
1112,35743,30k-60k,Platinum
1113,22718,10k-30k,Standard
1114,68762,60k-100k,Standard
1115,145214,> 100k,Standard
1116,41370,30k-60k,Standard
1117,38524,30k-60k,Gold
1118,65816,60k-100k,Gold
1119,9837,< 10k,Platinum
1120,37046,30k-60k,Standard
1121,72065,60k-100k,Standard
1122,23150,10k-30k,Gold
1123,15388,10k-30k,Platinum
1124,31886,30k-60k,Platinum
1125,34805,30k-60k,Gold
1126,19224,10k-30k,Standard
1127,157520,> 100k,Standard
1128,25975,10k-30k,Gold
1129,16194,10k-30k,Gold
1130,34011,30k-60k,Gold
1131,68562,60k-100k,Standard
1132,36760,30k-60k,Gold
1133,51017,30k-60k,Standard
1134,19730,10k-30k,Standard
1135,102886,> 100k,Standard
1136,53809,30k-60k,Platinum
1137,75613,60k-100k,Standard
1138,46892,30k-60k,Standard
1139,64693,60k-100k,Standard
1140,19709,10k-30k,Gold
1141,25745,10k-30k,Standard
1142,93203,60k-100k,Platinum
1143,108208,> 100k,Standard
1144,16269,10k-30k,Standard
1145,43252,30k-60k,Gold
1146,26858,10k-30k,Standard
1147,22294,10k-30k,Standard
1148,44328,30k-60k,Standard
1149,80714,60k-100k,Gold
1150,49819,30k-60k,Standard
1151,29037,10k-30k,Standard
1152,52073,30k-60k,Gold
1153,28226,10k-30k,Standard
1154,48459,30k-60k,Standard
1155,96521,60k-100k,Standard
1156,8484,< 10k,Gold
1157,63454,60k-100k,Standard
1158,12365,10k-30k,Gold
1159,85804,60k-100k,Gold
1160,23250,10k-30k,Standard
1161,15485,10k-30k,Platinum
1162,59082,30k-60k,Standard
1163,46859,30k-60k,Standard
1164,18044,10k-30k,Gold
1165,15106,10k-30k,Standard
1166,31849,30k-60k,Standard
1167,15632,10k-30k,Standard
1168,17274,10k-30k,Standard
1169,39376,30k-60k,Standard
1170,18469,10k-30k,Gold
1171,48951,30k-60k,Gold
1172,103063,> 100k,Standard
1173,32728,30k-60k,Standard
1174,39779,30k-60k,Standard
1175,149144,> 100k,Standard
1176,15814,10k-30k,Standard
1177,83605,60k-100k,Standard
1178,76849,60k-100k,Standard
1179,66040,60k-100k,Standard
1180,89699,60k-100k,Gold
1181,44196,30k-60k,Standard
1182,24147,10k-30k,Platinum
1183,78135,60k-100k,Gold
1184,80257,60k-100k,Platinum
1185,78725,60k-100k,Gold
1186,37464,30k-60k,Gold
1187,21997,10k-30k,Standard
1188,41520,30k-60k,Standard
1189,70232,60k-100k,Gold
1190,74387,60k-100k,Gold
1191,26882,10k-30k,Standard
1192,45286,30k-60k,Gold
1193,14528,10k-30k,Standard
1194,72364,60k-100k,Standard
1195,20987,10k-30k,Standard
1196,62923,60k-100k,Gold
1197,16244,10k-30k,Gold
1198,74756,60k-100k,Gold
1199,45491,30k-60k,Gold
1200,21016,10k-30k,Standard
1201,58920,30k-60k,Platinum
1202,24022,10k-30k,Standard
1203,61370,60k-100k,Gold
1204,29975,10k-30k,Standard
1205,10886,10k-30k,Standard
1206,18257,10k-30k,Gold
1207,26868,10k-30k,Gold
1208,94630,60k-100k,Standard
1209,68240,60k-100k,Gold
1210,113176,> 100k,Standard
1211,115559,> 100k,Standard
1212,24976,10k-30k,Gold
1213,31826,30k-60k,Standard
1214,27230,10k-30k,Gold
1215,22695,10k-30k,Standard
1216,10006,10k-30k,Standard
1217,35942,30k-60k,Standard
1218,14766,10k-30k,Standard
1219,35457,30k-60k,Standard
1220,159697,> 100k,Gold
1221,25424,10k-30k,Platinum
1222,41620,30k-60k,Gold
1223,68504,60k-100k,Gold
1224,44187,30k-60k,Standard
1225,44566,30k-60k,Standard
1226,28178,10k-30k,Standard
1227,30874,30k-60k,Standard
1228,18545,10k-30k,Gold
1229,65659,60k-100k,Standard
1230,10731,10k-30k,Standard
1231,71665,60k-100k,Standard
1232,13594,10k-30k,Standard
1233,71241,60k-100k,Standard
1234,28348,10k-30k,Gold
1235,15331,10k-30k,Standard
1236,54475,30k-60k,Gold
1237,69573,60k-100k,Standard
1238,26724,10k-30k,Gold
1239,60139,60k-100k,Gold
1240,7335,< 10k,Gold
1241,14408,10k-30k,Standard
1242,89741,60k-100k,Standard
1243,31052,30k-60k,Platinum
1244,9862,< 10k,Standard
1245,22265,10k-30k,Standard
1246,19027,10k-30k,Standard
1247,32332,30k-60k,Gold
1248,28014,10k-30k,Standard
1249,41161,30k-60k,Gold
1250,34591,30k-60k,Standard
1251,94072,60k-100k,Standard
1252,48882,30k-60k,Standard
1253,50029,30k-60k,Standard
1254,82093,60k-100k,Standard
1255,27663,10k-30k,Standard
1256,15013,10k-30k,Standard
1257,84531,60k-100k,Gold
1258,39938,30k-60k,Standard
1259,40036,30k-60k,Standard
1260,23310,10k-30k,Standard
1261,23581,10k-30k,Standard
1262,65690,60k-100k,Standard
1263,72349,60k-100k,Standard
1264,62860,60k-100k,Gold
1265,63264,60k-100k,Standard
1266,54085,30k-60k,Gold
1267,39817,30k-60k,Standard
1268,32120,30k-60k,Gold
1269,84730,60k-100k,Standard
1270,27956,10k-30k,Standard
1271,47050,30k-60k,Gold
1272,20685,10k-30k,Standard
1273,22890,10k-30k,Standard
1274,30782,30k-60k,Standard
1275,20686,10k-30k,Gold
1276,63481,60k-100k,Gold
1277,14134,10k-30k,Gold
1278,38927,30k-60k,Platinum
1279,39845,30k-60k,Standard
1280,10223,10k-30k,Standard
1281,26669,10k-30k,Gold
1282,43433,30k-60k,Platinum
1283,49026,30k-60k,Standard
1284,31476,30k-60k,Platinum
1285,58327,30k-60k,Standard
1286,33640,30k-60k,Gold
1287,36664,30k-60k,Gold
1288,43310,30k-60k,Gold
1289,69487,60k-100k,Standard
1290,22629,10k-30k,Standard
1291,25828,10k-30k,Standard
1292,22737,10k-30k,Standard
1293,28780,10k-30k,Gold
1294,98554,60k-100k,Platinum
1295,54225,30k-60k,Standard
1296,16452,10k-30k,Standard
1297,23853,10k-30k,Standard
1298,47142,30k-60k,Standard
1299,19253,10k-30k,Gold
1300,21856,10k-30k,Gold
1301,93103,60k-100k,Platinum
1302,23638,10k-30k,Standard
1303,70846,60k-100k,Standard
1304,87441,60k-100k,Standard
1305,21732,10k-30k,Standard
1306,19477,10k-30k,Platinum
1307,29932,10k-30k,Standard
1308,16948,10k-30k,Standard
1309,39526,30k-60k,Gold
1310,31446,30k-60k,Gold
1311,46742,30k-60k,Standard
1312,96554,60k-100k,Gold
1313,64359,60k-100k,Standard
1314,51147,30k-60k,Platinum
1315,9170,< 10k,Standard
1316,49531,30k-60k,Standard
1317,121277,> 100k,Standard
1318,4414,< 10k,Standard
1319,58839,30k-60k,Standard
1320,32482,30k-60k,Gold
1321,20033,10k-30k,Standard
1322,63626,60k-100k,Gold
1323,120185,> 100k,Standard
1324,62483,60k-100k,Standard
1325,28005,10k-30k,Platinum
1326,18761,10k-30k,Gold
1327,40184,30k-60k,Standard
1328,66917,60k-100k,Standard
1329,27696,10k-30k,Gold
1330,29635,10k-30k,Standard
1331,261816,> 100k,Standard
1332,77269,60k-100k,Standard
1333,81234,60k-100k,Standard
1334,13066,10k-30k,Standard
1335,22136,10k-30k,Gold
1336,38264,30k-60k,Standard
1337,18019,10k-30k,Standard
1338,111332,> 100k,Gold
1339,97462,60k-100k,Gold
1340,24997,10k-30k,Standard
1341,126594,> 100k,Gold
1342,36207,30k-60k,Gold
1343,222475,> 100k,Standard
1344,40186,30k-60k,Standard
1345,54357,30k-60k,Gold
1346,96754,60k-100k,Standard
1347,88817,60k-100k,Standard
1348,51922,30k-60k,Gold
1349,32899,30k-60k,Standard
1350,52046,30k-60k,Gold
1351,20510,10k-30k,Standard
1352,40396,30k-60k,Standard
1353,16705,10k-30k,Standard
1354,10439,10k-30k,Standard
1355,37620,30k-60k,Gold
1356,87868,60k-100k,Gold
1357,69429,60k-100k,Standard
1358,34291,30k-60k,Platinum
1359,123363,> 100k,Standard
1360,24383,10k-30k,Standard
1361,9485,< 10k,Standard
1362,7883,< 10k,Standard
1363,15885,10k-30k,Gold
1364,64320,60k-100k,Standard
1365,23286,10k-30k,Standard
1366,50144,30k-60k,Standard
1367,114966,> 100k,Gold
1368,16813,10k-30k,Gold
1369,50764,30k-60k,Gold
1370,52959,30k-60k,Standard
1371,19880,10k-30k,Standard
1372,93708,60k-100k,Standard
1373,29691,10k-30k,Standard
1374,27760,10k-30k,Gold
1375,159233,> 100k,Standard
1376,52362,30k-60k,Standard
1377,69404,60k-100k,Standard
1378,93753,60k-100k,Standard
1379,23032,10k-30k,Standard
1380,87105,60k-100k,Standard
1381,25557,10k-30k,Standard
1382,24804,10k-30k,Platinum
1383,30019,30k-60k,Standard
1384,23495,10k-30k,Gold
1385,64570,60k-100k,Gold
1386,43785,30k-60k,Gold
1387,25748,10k-30k,Standard
1388,58229,30k-60k,Standard
1389,29952,10k-30k,Gold
1390,28864,10k-30k,Standard
1391,37574,30k-60k,Standard
1392,50232,30k-60k,Standard
1393,47709,30k-60k,Gold
1394,28161,10k-30k,Platinum
1395,65708,60k-100k,Standard
1396,31080,30k-60k,Standard
1397,22960,10k-30k,Gold
1398,12995,10k-30k,Standard
1399,72274,60k-100k,Standard
1400,36631,30k-60k,Standard
1401,42091,30k-60k,Gold
1402,75513,60k-100k,Standard
1403,25999,10k-30k,Standard
1404,13876,10k-30k,Standard
1405,38133,30k-60k,Gold
1406,45052,30k-60k,Platinum
1407,30212,30k-60k,Standard
1408,101886,> 100k,Platinum
1409,6372,< 10k,Standard
1410,79541,60k-100k,Standard
1411,63184,60k-100k,Platinum
1412,49998,30k-60k,Standard
1413,3515,< 10k,Standard
1414,89207,60k-100k,Standard
1415,17703,10k-30k,Gold
1416,25453,10k-30k,Gold
1417,32227,30k-60k,Gold
1418,48300,30k-60k,Standard
1419,56817,30k-60k,Gold
1420,67845,60k-100k,Standard
1421,64286,60k-100k,Gold
1422,43349,30k-60k,Gold
1423,48588,30k-60k,Standard
1424,16923,10k-30k,Standard
1425,21467,10k-30k,Standard
1426,67970,60k-100k,Gold
1427,65254,60k-100k,Standard
1428,60274,60k-100k,Standard
1429,25334,10k-30k,Standard
1430,68689,60k-100k,Standard
1431,16108,10k-30k,Gold
1432,77199,60k-100k,Standard
1433,30254,30k-60k,Standard
1434,118056,> 100k,Gold
1435,12518,10k-30k,Gold
1436,124789,> 100k,Standard
1437,28197,10k-30k,Standard
1438,27843,10k-30k,Platinum
1439,41622,30k-60k,Standard
1440,22293,10k-30k,Platinum
1441,34522,30k-60k,Standard
1442,21669,10k-30k,Standard
1443,22231,10k-30k,Standard
1444,51063,30k-60k,Standard
1445,19320,10k-30k,Gold
1446,21210,10k-30k,Platinum
1447,13891,10k-30k,Platinum
1448,25520,10k-30k,Gold
1449,90955,60k-100k,Gold
1450,20087,10k-30k,Gold
1451,21760,10k-30k,Gold
1452,41595,30k-60k,Standard
1453,28013,10k-30k,Standard
1454,172768,> 100k,Gold
1455,32410,30k-60k,Gold
1456,45919,30k-60k,Gold
1457,70307,60k-100k,Gold
1458,69369,60k-100k,Standard
1459,42757,30k-60k,Gold
1460,32442,30k-60k,Platinum
1461,149764,> 100k,Standard
1462,33866,30k-60k,Platinum
1463,26657,10k-30k,Standard
1464,23107,10k-30k,Gold
1465,10842,10k-30k,Gold
1466,64545,60k-100k,Standard
1467,7018,< 10k,Standard
1468,36170,30k-60k,Standard
1469,31463,30k-60k,Standard
1470,174202,> 100k,Standard
1471,10075,10k-30k,Standard
1472,19326,10k-30k,Platinum
1473,33015,30k-60k,Standard
1474,31625,30k-60k,Standard
1475,24718,10k-30k,Platinum
1476,34313,30k-60k,Platinum
1477,15037,10k-30k,Gold
1478,46631,30k-60k,Standard
1479,7150,< 10k,Standard
1480,35666,30k-60k,Standard
1481,23855,10k-30k,Standard
1482,73969,60k-100k,Gold
1483,124084,> 100k,Standard
1484,28803,10k-30k,Gold
1485,96134,60k-100k,Standard
1486,29106,10k-30k,Standard
1487,18466,10k-30k,Standard
1488,123270,> 100k,Gold
1489,52289,30k-60k,Standard
1490,36428,30k-60k,Standard
1491,58748,30k-60k,Standard
1492,44000,30k-60k,Standard
1493,34597,30k-60k,Gold
1494,14349,10k-30k,Standard
1495,30050,30k-60k,Standard
1496,56177,30k-60k,Gold
1497,33324,30k-60k,Standard
1498,68297,60k-100k,Standard
1499,47503,30k-60k,Standard
1500,19639,10k-30k,Standard
1501,14423,10k-30k,Standard
1502,32531,30k-60k,Gold
1503,25160,10k-30k,Gold
1504,45955,30k-60k,Standard
1505,21967,10k-30k,Gold
1506,23605,10k-30k,Standard
1507,75898,60k-100k,Standard
1508,40285,30k-60k,Gold
1509,22205,10k-30k,Standard
1510,36766,30k-60k,Standard
1511,95343,60k-100k,Gold
1512,44607,30k-60k,Standard
1513,54998,30k-60k,Standard
1514,21449,10k-30k,Gold
1515,74495,60k-100k,Gold
1516,183996,> 100k,Gold
1517,20868,10k-30k,Standard
1518,15877,10k-30k,Standard
1519,41063,30k-60k,Standard
1520,67027,60k-100k,Standard
1521,34065,30k-60k,Standard
1522,17374,10k-30k,Gold
1523,33657,30k-60k,Standard
1524,55197,30k-60k,Standard
1525,27311,10k-30k,Standard
1526,55552,30k-60k,Platinum
1527,82067,60k-100k,Gold
1528,42965,30k-60k,Platinum
1529,35611,30k-60k,Standard
1530,64895,60k-100k,Standard
1531,19944,10k-30k,Standard
1532,18614,10k-30k,Gold
1533,30133,30k-60k,Standard
1534,25736,10k-30k,Standard
1535,20695,10k-30k,Standard
1536,130787,> 100k,Standard
1537,166108,> 100k,Standard
1538,28350,10k-30k,Standard
1539,38723,30k-60k,Standard
1540,31840,30k-60k,Standard
1541,78845,60k-100k,Standard
1542,90576,60k-100k,Gold
1543,10466,10k-30k,Standard
1544,50675,30k-60k,Gold
1545,14548,10k-30k,Standard
1546,124341,> 100k,Standard
1547,49423,30k-60k,Standard
1548,20407,10k-30k,Platinum
1549,30671,30k-60k,Standard
1550,29664,10k-30k,Standard
1551,52448,30k-60k,Standard
1552,75307,60k-100k,Standard
1553,16256,10k-30k,Standard
1554,131548,> 100k,Standard
1555,111745,> 100k,Standard
1556,19678,10k-30k,Standard
1557,38214,30k-60k,Gold
1558,120278,> 100k,Standard
1559,86080,60k-100k,Standard
1560,28689,10k-30k,Gold
1561,64217,60k-100k,Gold
1562,295977,> 100k,Standard
1563,39089,30k-60k,Standard
1564,23321,10k-30k,Gold
1565,40974,30k-60k,Standard
1566,43156,30k-60k,Platinum
1567,25155,10k-30k,Standard
1568,49470,30k-60k,Standard
1569,15091,10k-30k,Platinum
1570,22791,10k-30k,Platinum
1571,61745,60k-100k,Standard
1572,10631,10k-30k,Gold
1573,68337,60k-100k,Standard
1574,8880,< 10k,Gold
1575,10808,10k-30k,Gold
1576,25609,10k-30k,Standard
1577,44391,30k-60k,Standard
1578,91829,60k-100k,Standard
1579,37810,30k-60k,Standard
1580,30558,30k-60k,Standard
1581,54486,30k-60k,Gold
1582,19739,10k-30k,Standard
1583,40038,30k-60k,Standard
1584,15683,10k-30k,Gold
1585,38476,30k-60k,Standard
1586,33160,30k-60k,Standard
1587,20681,10k-30k,Standard
1588,40762,30k-60k,Standard
1589,40578,30k-60k,Standard
1590,82687,60k-100k,Gold
1591,11802,10k-30k,Standard
1592,34432,30k-60k,Gold
1593,21328,10k-30k,Gold
1594,66758,60k-100k,Gold
1595,61558,60k-100k,Standard
1596,51819,30k-60k,Standard
1597,22188,10k-30k,Gold
1598,67496,60k-100k,Standard
1599,12442,10k-30k,Standard
1600,10778,10k-30k,Gold
1601,14866,10k-30k,Gold
1602,35474,30k-60k,Standard
1603,58256,30k-60k,Gold
1604,4522,< 10k,Standard
1605,91667,60k-100k,Standard
1606,39806,30k-60k,Gold
1607,12119,10k-30k,Gold
1608,38974,30k-60k,Platinum
1609,78023,60k-100k,Standard
1610,55249,30k-60k,Gold
1611,78382,60k-100k,Standard
1612,13955,10k-30k,Standard
1613,27178,10k-30k,Gold
1614,19009,10k-30k,Standard
1615,120850,> 100k,Standard
1616,56814,30k-60k,Standard
1617,266440,> 100k,Standard
1618,26177,10k-30k,Standard
1619,21866,10k-30k,Standard
1620,32860,30k-60k,Standard
1621,95306,60k-100k,Standard
1622,28105,10k-30k,Gold
1623,39620,30k-60k,Gold
1624,38858,30k-60k,Standard
1625,37333,30k-60k,Standard
1626,23001,10k-30k,Gold
1627,32987,30k-60k,Standard
1628,32013,30k-60k,Standard
1629,36123,30k-60k,Gold
1630,70295,60k-100k,Standard
1631,124547,> 100k,Standard
1632,20164,10k-30k,Standard
1633,27600,10k-30k,Standard
1634,20383,10k-30k,Standard
1635,41397,30k-60k,Gold
1636,24913,10k-30k,Gold
1637,42952,30k-60k,Standard
1638,78632,60k-100k,Platinum
1639,6197,< 10k,Gold
1640,51238,30k-60k,Standard
1641,26314,10k-30k,Standard
1642,50126,30k-60k,Standard
1643,19389,10k-30k,Gold
1644,83900,60k-100k,Standard
1645,68823,60k-100k,Gold
1646,54059,30k-60k,Standard
1647,63275,60k-100k,Standard
1648,21548,10k-30k,Standard
1649,23535,10k-30k,Gold
1650,61494,60k-100k,Standard
1651,21217,10k-30k,Standard
1652,99901,60k-100k,Standard
1653,28954,10k-30k,Gold
1654,51602,30k-60k,Gold
1655,157861,> 100k,Standard
1656,22151,10k-30k,Platinum
1657,38106,30k-60k,Standard
1658,75957,60k-100k,Standard
1659,70678,60k-100k,Standard
1660,28869,10k-30k,Standard
1661,25293,10k-30k,Standard
1662,30847,30k-60k,Gold
1663,100057,> 100k,Gold
1664,29870,10k-30k,Gold
1665,38356,30k-60k,Gold
1666,26936,10k-30k,Gold
1667,59509,30k-60k,Standard
1668,40492,30k-60k,Gold
1669,17990,10k-30k,Standard
1670,18431,10k-30k,Platinum
1671,8964,< 10k,Standard
1672,20293,10k-30k,Standard
1673,63307,60k-100k,Gold
1674,91732,60k-100k,Gold
1675,58682,30k-60k,Standard
1676,53543,30k-60k,Standard
1677,33237,30k-60k,Standard
1678,62469,60k-100k,Platinum
1679,44373,30k-60k,Standard
1680,128426,> 100k,Standard
1681,33897,30k-60k,Standard
1682,92976,60k-100k,Standard
1683,66961,60k-100k,Standard
1684,60767,60k-100k,Gold
1685,8883,< 10k,Gold
1686,69593,60k-100k,Standard
1687,33214,30k-60k,Gold
1688,26615,10k-30k,Standard
1689,12861,10k-30k,Standard
1690,36173,30k-60k,Standard
1691,37178,30k-60k,Standard
1692,14587,10k-30k,Gold
1693,12948,10k-30k,Standard
1694,51053,30k-60k,Gold
1695,66849,60k-100k,Gold
1696,41489,30k-60k,Gold
1697,81274,60k-100k,Platinum
1698,34184,30k-60k,Platinum
1699,34959,30k-60k,Standard
1700,19112,10k-30k,Standard
1701,12183,10k-30k,Standard
1702,133021,> 100k,Gold
1703,80170,60k-100k,Standard
1704,13701,10k-30k,Platinum
1705,40498,30k-60k,Standard
1706,33859,30k-60k,Standard
1707,29977,10k-30k,Standard
1708,27273,10k-30k,Gold
1709,47424,30k-60k,Standard
1710,64390,60k-100k,Standard
1711,48130,30k-60k,Standard
1712,33377,30k-60k,Standard
1713,32530,30k-60k,Standard
1714,69966,60k-100k,Standard
1715,50232,30k-60k,Standard
1716,38211,30k-60k,Standard
1717,35414,30k-60k,Platinum
1718,46244,30k-60k,Platinum
1719,26164,10k-30k,Standard
1720,64542,60k-100k,Standard
1721,17101,10k-30k,Standard
1722,27227,10k-30k,Platinum
1723,55702,30k-60k,Standard
1724,16431,10k-30k,Standard
1725,12075,10k-30k,Standard
1726,37954,30k-60k,Standard
1727,11075,10k-30k,Standard
1728,14630,10k-30k,Gold
1729,61673,60k-100k,Standard
1730,31465,30k-60k,Standard
1731,89307,60k-100k,Standard
1732,15625,10k-30k,Gold
1733,34003,30k-60k,Standard
1734,48036,30k-60k,Standard
1735,16004,10k-30k,Gold
1736,74774,60k-100k,Platinum
1737,51920,30k-60k,Standard
1738,11772,10k-30k,Standard
1739,35368,30k-60k,Standard
1740,47580,30k-60k,Gold
1741,24027,10k-30k,Standard
1742,12888,10k-30k,Standard
1743,44131,30k-60k,Standard
1744,170735,> 100k,Standard
1745,27697,10k-30k,Standard
1746,108930,> 100k,Platinum
1747,21448,10k-30k,Standard
1748,42229,30k-60k,Platinum
1749,62321,60k-100k,Standard
1750,36102,30k-60k,Platinum
1751,29483,10k-30k,Gold
1752,60372,60k-100k,Standard
1753,136491,> 100k,Standard
1754,44820,30k-60k,Standard
1755,25305,10k-30k,Standard
1756,31798,30k-60k,Standard
1757,211884,> 100k,Standard
1758,39912,30k-60k,Gold
1759,23954,10k-30k,Gold
1760,16292,10k-30k,Standard
1761,10115,10k-30k,Platinum
1762,46840,30k-60k,Platinum
1763,57425,30k-60k,Standard
1764,27510,10k-30k,Standard
1765,35936,30k-60k,Standard
1766,16005,10k-30k,Standard
1767,39856,30k-60k,Standard
1768,50870,30k-60k,Standard
1769,24968,10k-30k,Gold
1770,118576,> 100k,Gold
1771,20211,10k-30k,Standard
1772,44286,30k-60k,Gold
1773,65763,60k-100k,Gold
1774,34402,30k-60k,Standard
1775,31826,30k-60k,Gold
1776,13356,10k-30k,Standard
1777,93914,60k-100k,Standard
1778,32243,30k-60k,Standard
1779,52899,30k-60k,Standard
1780,58157,30k-60k,Standard
1781,23392,10k-30k,Standard
1782,31625,30k-60k,Gold
1783,92423,60k-100k,Gold
1784,16613,10k-30k,Standard
1785,161061,> 100k,Standard
1786,21559,10k-30k,Gold
1787,15904,10k-30k,Standard
1788,39839,30k-60k,Standard
1789,170389,> 100k,Standard
1790,9531,< 10k,Gold
1791,32902,30k-60k,Gold
1792,50685,30k-60k,Gold
1793,37181,30k-60k,Standard
1794,47445,30k-60k,Gold
1795,21968,10k-30k,Standard
1796,23865,10k-30k,Standard
1797,32731,30k-60k,Standard
1798,16466,10k-30k,Gold
1799,35197,30k-60k,Standard
1800,27663,10k-30k,Standard
1801,26133,10k-30k,Gold
1802,45449,30k-60k,Gold
1803,10153,10k-30k,Gold
1804,30934,30k-60k,Standard
1805,183900,> 100k,Gold
1806,16978,10k-30k,Gold
1807,89308,60k-100k,Standard
1808,37731,30k-60k,Standard
1809,23811,10k-30k,Standard
1810,14408,10k-30k,Standard
