id_fato,id_cliente,id_produto,id_tempo,valor_fatura,valor_pago,inadimplente,score_risco,prob_default_real
1266,1266,1266,14,50460,25824,0,788,0.2629
1267,1267,1267,19,37625,34908,0,846,0.19
1268,1268,1268,11,5181,5207,0,828,0.2482
1269,1269,1269,13,48336,30271,0,850,0.2043
1270,1270,1270,23,20062,11388,0,850,0.1938
1271,1271,1271,8,12178,9628,0,849,0.1439
1272,1272,1272,23,16519,10388,0,850,0.1959
1273,1273,1273,9,11403,11999,0,850,0.2286
1274,1274,1274,2,16101,16119,0,832,0.1974
1275,1275,1275,20,6892,4002,0,836,0.1449
1276,1276,1276,2,22543,16034,0,850,0.1775
1277,1277,1277,8,2424,2667,0,850,0.1369
1278,1278,1278,18,34715,15019,0,850,0.1722
1279,1279,1279,24,16917,16558,0,850,0.208
1280,1280,1280,22,2432,1423,0,850,0.2005
1281,1281,1281,7,5894,973,1,663,0.183
1282,1282,1282,11,19384,3578,1,605,0.2695
1283,1283,1283,22,31248,17144,0,850,0.1586
1284,1284,1284,20,23956,19003,0,850,0.1523
1285,1285,1285,1,51672,57722,0,816,0.2613
1286,1286,1286,16,21541,4237,1,645,0.263
1287,1287,1287,16,16776,1521,1,639,0.2445
1288,1288,1288,10,19864,137,1,704,0.2155
1289,1289,1289,24,40873,18023,0,850,0.2516
1290,1290,1290,17,12612,6867,0,775,0.3266
1291,1291,1291,10,16651,1099,1,690,0.2541
1292,1292,1292,6,12003,9629,0,850,0.1296
1293,1293,1293,14,4321,442,1,628,0.2187
1294,1294,1294,15,51802,25415,0,795,0.1952
1295,1295,1295,4,6461,4962,0,845,0.2119
1296,1296,1296,2,4171,3167,0,818,0.2235
1297,1297,1297,19,10240,10561,0,833,0.1834
1298,1298,1298,13,26805,8561,0,850,0.2249
1299,1299,1299,12,4949,5317,0,808,0.2581
1300,1300,1300,21,7318,2719,0,850,0.2077
1301,1301,1301,23,38924,43787,0,820,0.203
1302,1302,1302,13,6326,2711,0,850,0.1535
1303,1303,1303,15,67229,12497,1,617,0.2184
1304,1304,1304,2,68554,26698,0,841,0.2369
1305,1305,1305,8,17153,12049,0,840,0.1687
1306,1306,1306,3,11365,6470,0,845,0.2501
1307,1307,1307,1,27452,18614,0,850,0.1855
1308,1308,1308,24,12243,9678,0,850,0.1905
1309,1309,1309,11,15069,10751,0,850,0.1451
1310,1310,1310,9,19463,6244,0,833,0.2503
1311,1311,1311,24,26275,28301,0,850,0.186
1312,1312,1312,17,57280,22079,0,850,0.1785
1313,1313,1313,7,51170,60511,0,850,0.1323
1314,1314,1314,23,27268,29072,0,850,0.1643
1315,1315,1315,4,6596,5311,0,850,0.1886
1316,1316,1316,13,15503,8072,0,850,0.2306
1317,1317,1317,24,108210,40862,0,834,0.2408
1318,1318,1318,5,765,692,0,850,0.2813
1319,1319,1319,12,55576,26751,0,811,0.2552
1320,1320,1320,20,20716,19885,0,804,0.2741
1321,1321,1321,5,10005,10497,0,833,0.237
1322,1322,1322,11,23170,27573,0,804,0.2125
1323,1323,1323,2,53407,40257,0,776,0.175
1324,1324,1324,4,47803,56273,0,820,0.1656
1325,1325,1325,10,6119,1117,1,689,0.2158
1326,1326,1326,24,5905,6215,0,850,0.2472
1327,1327,1327,7,8244,5142,0,823,0.27
1328,1328,1328,12,30959,2868,1,654,0.186
1329,1329,1329,8,11885,6439,0,848,0.2608
1330,1330,1330,23,19306,8804,0,850,0.1646
1331,1331,1331,23,247772,172943,0,850,0.1267
1332,1332,1332,23,66336,78844,0,827,0.2164
1333,1333,1333,16,68912,41134,0,802,0.2668
1334,1334,1334,2,8478,6061,0,841,0.167
1335,1335,1335,3,7305,3693,0,819,0.2337
1336,1336,1336,17,16318,1844,1,682,0.2293
1337,1337,1337,15,5632,1969,0,782,0.2913
1338,1338,1338,18,23916,27752,0,817,0.1853
1339,1339,1339,10,45868,34805,0,850,0.2204
1340,1340,1340,22,21570,1415,1,660,0.2103
1341,1341,1341,2,92700,15664,1,644,0.248
1342,1342,1342,17,33930,33698,0,850,0.1846
1343,1343,1343,16,59088,46128,0,850,0.1716
1344,1344,1344,24,21116,19667,0,850,0.142
1345,1345,1345,7,42077,4826,1,626,0.1788
1346,1346,1346,19,47544,37094,0,850,0.2595
1347,1347,1347,16,35686,18111,0,850,0.2667
1348,1348,1348,1,41200,6207,1,677,0.1492
1349,1349,1349,4,15323,16654,0,830,0.2661
1350,1350,1350,13,45593,18630,0,766,0.2412
1351,1351,1351,10,6730,1208,1,593,0.2819
1352,1352,1352,11,34821,26195,0,850,0.2739
1353,1353,1353,19,5624,5728,0,818,0.1995
1354,1354,1354,15,3613,505,1,636,0.2414
1355,1355,1355,11,17211,15809,0,850,0.2054
1356,1356,1356,3,47311,39990,0,844,0.2868
1357,1357,1357,2,31624,29444,0,850,0.2006
1358,1358,1358,11,28559,24535,0,850,0.1729
1359,1359,1359,10,95759,77209,0,850,0.2255
1360,1360,1360,3,8860,10044,0,832,0.2603
1361,1361,1361,5,5072,3113,0,850,0.1916
1362,1362,1362,15,3676,1713,0,793,0.2508
1363,1363,1363,4,2345,392,1,660,0.2146
1364,1364,1364,17,47335,19725,0,829,0.2164
1365,1365,1365,1,5924,5401,0,850,0.1745
1366,1366,1366,1,44830,35622,0,850,0.2385
1367,1367,1367,12,50368,15168,0,850,0.1758
1368,1368,1368,10,10574,5454,0,837,0.2535
1369,1369,1369,9,40385,30139,0,850,0.2004
1370,1370,1370,9,13411,8002,0,850,0.2151
1371,1371,1371,20,11132,7616,0,844,0.226
1372,1372,1372,20,28281,3658,1,637,0.1659
1373,1373,1373,14,15831,15162,0,850,0.2365
1374,1374,1374,23,16448,7172,0,850,0.2958
1375,1375,1375,19,38816,21528,0,850,0.1151
1376,1376,1376,10,31087,27134,0,834,0.2211
1377,1377,1377,3,33777,28021,0,850,0.2366
1378,1378,1378,20,50973,9863,1,635,0.1699
1379,1379,1379,22,20020,17546,0,850,0.2105
1380,1380,1380,17,44531,26591,0,850,0.1139
1381,1381,1381,3,12899,9665,0,800,0.1622
1382,1382,1382,12,12398,13591,0,824,0.2043
1383,1383,1383,15,18901,129,1,638,0.1105
1384,1384,1384,5,9689,6191,0,850,0.2405
1385,1385,1385,15,50439,53342,0,850,0.1563
1386,1386,1386,20,15024,9431,0,850,0.1744
1387,1387,1387,24,9130,6126,0,850,0.1411
1388,1388,1388,16,34963,20533,0,825,0.2073
1389,1389,1389,9,9611,10664,0,850,0.2155
1390,1390,1390,8,5093,1000,1,655,0.2157
1391,1391,1391,11,10323,5036,0,850,0.1694
1392,1392,1392,9,44034,3148,1,608,0.2095
1393,1393,1393,16,5204,1741,0,850,0.1408
1394,1394,1394,14,6010,3947,0,850,0.2128
1395,1395,1395,15,48908,54717,0,850,0.2251
1396,1396,1396,14,28994,26697,0,850,0.2093
1397,1397,1397,24,15726,15942,0,850,0.2376
1398,1398,1398,10,11488,13075,0,806,0.3041
1399,1399,1399,13,59767,59593,0,844,0.1672
1400,1400,1400,1,18608,7065,0,824,0.2085
1401,1401,1401,23,16142,8193,0,809,0.2527
1402,1402,1402,9,48132,36098,0,850,0.1907
1403,1403,1403,17,14391,1258,1,655,0.1941
1404,1404,1404,17,1692,1458,0,850,0.1639
1405,1405,1405,10,34842,31062,0,816,0.1513
1406,1406,1406,13,26342,24413,0,833,0.2132
1407,1407,1407,18,25478,20386,0,783,0.3195
1408,1408,1408,13,73810,52194,0,850,0.1507
1409,1409,1409,21,2483,2656,0,850,0.201
1410,1410,1410,24,68882,68234,0,833,0.1901
1411,1411,1411,13,48769,41508,0,850,0.1355
1412,1412,1412,24,23265,7942,0,844,0.2145
1413,1413,1413,10,2862,2646,0,850,0.1745
1414,1414,1414,20,29511,23678,0,850,0.1516
1415,1415,1415,7,11862,10962,0,805,0.2413
1416,1416,1416,7,5024,2915,0,809,0.2032
1417,1417,1417,9,26939,26919,0,850,0.2152
1418,1418,1418,16,34777,23514,0,850,0.1738
1419,1419,1419,15,13049,2369,1,655,0.1275
1420,1420,1420,3,8014,3154,0,826,0.2118
1421,1421,1421,13,27732,20413,0,850,0.1924
1422,1422,1422,11,29216,14174,0,833,0.2275
1423,1423,1423,8,16552,1897,1,586,0.2477
1424,1424,1424,21,15692,9703,0,825,0.2205
1425,1425,1425,21,19201,19644,0,829,0.2558
1426,1426,1426,24,41342,18622,0,828,0.2698
1427,1427,1427,6,24030,20157,0,850,0.1082
1428,1428,1428,10,51946,2287,1,592,0.303
1429,1429,1429,17,19835,15198,0,759,0.2452
1430,1430,1430,20,11899,11220,0,850,0.1917
1431,1431,1431,9,8132,5053,0,850,0.1786
1432,1432,1432,21,72107,45452,0,832,0.1814
1433,1433,1433,14,14698,5425,0,850,0.1555
1434,1434,1434,20,105421,83994,0,794,0.2733
1435,1435,1435,13,11651,1705,1,676,0.2271
1436,1436,1436,1,53566,55229,0,850,0.2423
1437,1437,1437,24,25937,18034,0,841,0.1948
1438,1438,1438,19,6049,7099,0,850,0.1288
1439,1439,1439,9,9827,4467,0,850,0.1688
1440,1440,1440,17,7469,4035,0,850,0.1927
1441,1441,1441,15,17172,11208,0,850,0.1938
1442,1442,1442,20,5501,543,1,650,0.1947
1443,1443,1443,5,8651,10165,0,785,0.2307
1444,1444,1444,4,9605,8422,0,850,0.2603
1445,1445,1445,4,8993,2788,0,844,0.1751
1446,1446,1446,15,17039,13983,0,835,0.2408
1447,1447,1447,5,8415,1527,1,571,0.2589
1448,1448,1448,17,20126,6967,0,850,0.1652
1449,1449,1449,7,19587,16063,0,842,0.1344
1450,1450,1450,6,8828,5622,0,848,0.187
1451,1451,1451,15,2903,2390,0,823,0.1777
1452,1452,1452,20,17240,9091,0,848,0.1538
1453,1453,1453,14,17433,2462,1,693,0.1798
1454,1454,1454,10,100817,91158,0,850,0.0711
1455,1455,1455,6,4902,841,1,706,0.1671
1456,1456,1456,10,7014,312,1,659,0.2731
1457,1457,1457,23,25262,28256,0,850,0.1525
1458,1458,1458,20,52421,17968,0,807,0.2476
1459,1459,1459,9,5023,2817,0,850,0.1886
1460,1460,1460,13,20228,3960,1,702,0.1611
1461,1461,1461,14,38361,13416,0,850,0.1735
1462,1462,1462,1,30569,23577,0,825,0.2599
1463,1463,1463,1,12413,3998,0,850,0.195
1464,1464,1464,19,3251,2959,0,838,0.2495
1465,1465,1465,9,7661,2316,0,830,0.2094
1466,1466,1466,5,33042,10862,0,850,0.1593
1467,1467,1467,17,5959,6259,0,850,0.1289
1468,1468,1468,16,23657,3033,1,669,0.1726
1469,1469,1469,12,21667,8084,0,835,0.2303
1470,1470,1470,5,131030,86416,0,850,0.1789
1471,1471,1471,6,4607,1593,0,823,0.1965
1472,1472,1472,20,14952,14583,0,809,0.2911
1473,1473,1473,23,4722,545,1,610,0.191
1474,1474,1474,11,23741,18915,0,850,0.1853
1475,1475,1475,19,15841,15487,0,850,0.2163
1476,1476,1476,21,19959,20079,0,850,0.1639
1477,1477,1477,6,5570,2354,0,850,0.1937
1478,1478,1478,23,9186,5072,0,850,0.168
1479,1479,1479,10,4648,141,1,666,0.2519
1480,1480,1480,15,17865,3076,1,676,0.2027
1481,1481,1481,18,6802,5331,0,850,0.1924
1482,1482,1482,21,10123,5312,0,847,0.2239
1483,1483,1483,7,69232,30363,0,850,0.1414
1484,1484,1484,23,5972,4533,0,850,0.2007
1485,1485,1485,3,85560,3253,1,642,0.1996
1486,1486,1486,24,6637,6603,0,850,0.1526
1487,1487,1487,16,2349,253,1,595,0.2712
1488,1488,1488,13,39784,30779,0,842,0.2815
1489,1489,1489,17,13004,2554,1,692,0.2392
1490,1490,1490,4,28142,33557,0,811,0.2195
1491,1491,1491,19,20323,8967,0,850,0.2022
1492,1492,1492,4,13572,9419,0,850,0.0934
1493,1493,1493,12,32715,2777,1,679,0.2058
1494,1494,1494,24,3265,1605,0,847,0.2118
1495,1495,1495,4,5176,878,1,641,0.1315
1496,1496,1496,24,20211,10484,0,846,0.1096
1497,1497,1497,17,14807,5445,0,850,0.113
1498,1498,1498,24,50974,17253,0,836,0.2178
1499,1499,1499,18,43329,49995,0,850,0.1469
1500,1500,1500,22,14712,7232,0,850,0.1661
1501,1501,1501,6,10350,5824,0,850,0.1608
1502,1502,1502,19,30668,35888,0,839,0.2561
1503,1503,1503,5,18884,3452,1,619,0.2462
1504,1504,1504,2,10045,7426,0,828,0.2661
1505,1505,1505,11,10814,7481,0,850,0.2257
1506,1506,1506,24,12463,4283,0,850,0.2045
1507,1507,1507,24,27254,254,1,682,0.1546
1508,1508,1508,13,9653,9516,0,850,0.151
1509,1509,1509,5,15654,1787,1,629,0.2337
1510,1510,1510,23,12348,7632,0,850,0.1335
1511,1511,1511,8,60157,65984,0,772,0.2977
1512,1512,1512,11,16692,8559,0,827,0.1923
1513,1513,1513,4,29165,24793,0,850,0.2088
1514,1514,1514,18,8289,1328,1,696,0.2768
1515,1515,1515,15,33522,34751,0,850,0.2118
1516,1516,1516,5,132892,44179,0,841,0.2184
1517,1517,1517,23,17763,18376,0,850,0.2129
1518,1518,1518,12,8453,3568,0,850,0.1966
1519,1519,1519,4,25406,7966,0,844,0.2228
1520,1520,1520,4,55950,46771,0,850,0.1139
1521,1521,1521,20,7553,4024,0,850,0.1729
1522,1522,1522,9,4132,3877,0,840,0.1994
1523,1523,1523,9,13643,9861,0,834,0.194
1524,1524,1524,14,20020,2846,1,667,0.2477
1525,1525,1525,24,25629,23597,0,778,0.2009
1526,1526,1526,8,32191,2799,1,656,0.1427
1527,1527,1527,23,44753,46578,0,850,0.1117
1528,1528,1528,1,25431,18961,0,821,0.1296
1529,1529,1529,24,30052,20862,0,850,0.2327
1530,1530,1530,11,19924,17716,0,850,0.2223
1531,1531,1531,4,10657,10232,0,850,0.184
1532,1532,1532,17,6148,1099,1,620,0.2472
1533,1533,1533,17,23006,7575,0,850,0.2065
1534,1534,1534,19,19574,13881,0,850,0.1921
1535,1535,1535,13,18911,7365,0,837,0.2549
1536,1536,1536,19,62751,34228,0,828,0.2304
1537,1537,1537,17,39011,32233,0,850,0.1471
1538,1538,1538,24,24436,364,1,653,0.2567
1539,1539,1539,20,33186,10806,0,850,0.2592
1540,1540,1540,12,9535,7619,0,842,0.2752
1541,1541,1541,20,26399,18996,0,835,0.2312
1542,1542,1542,14,33187,19104,0,850,0.1134
1543,1543,1543,22,5065,3656,0,850,0.1614
1544,1544,1544,9,40778,8141,1,625,0.2004
1545,1545,1545,12,3240,1289,0,850,0.2118
1546,1546,1546,24,86458,45833,0,841,0.1863
1547,1547,1547,17,19763,20068,0,850,0.2486
1548,1548,1548,16,5434,4907,0,844,0.2579
1549,1549,1549,12,11890,6416,0,850,0.1584
1550,1550,1550,10,16413,10805,0,827,0.2236
1551,1551,1551,2,46322,18888,0,850,0.1881
1552,1552,1552,3,47747,25201,0,850,0.2177
1553,1553,1553,5,10014,10585,0,850,0.2506
1554,1554,1554,16,25313,17627,0,806,0.2303
1555,1555,1555,21,18754,291,1,674,0.1822
1556,1556,1556,13,4133,1834,0,850,0.205
1557,1557,1557,24,6924,3219,0,817,0.2043
1558,1558,1558,18,70953,81370,0,850,0.232
1559,1559,1559,2,41725,44115,0,850,0.1261
1560,1560,1560,24,2990,354,1,643,0.2777
1561,1561,1561,1,25584,15264,0,816,0.2334
1562,1562,1562,9,61640,49711,0,850,0.1726
1563,1563,1563,18,36740,27301,0,850,0.2741
1564,1564,1564,5,11454,13293,0,835,0.2065
1565,1565,1565,3,18938,9765,0,850,0.1599
1566,1566,1566,5,27945,32206,0,850,0.1955
1567,1567,1567,12,10150,9502,0,850,0.1862
1568,1568,1568,8,35034,4382,1,602,0.2146
1569,1569,1569,8,13116,7078,0,837,0.2747
1570,1570,1570,22,11943,11723,0,850,0.2076
1571,1571,1571,7,26271,27338,0,850,0.1537
1572,1572,1572,2,5779,3593,0,819,0.2864
1573,1573,1573,1,41892,19047,0,838,0.2007
1574,1574,1574,24,7286,5413,0,850,0.2697
1575,1575,1575,1,4704,3394,0,813,0.2234
1576,1576,1576,8,3680,172,1,655,0.1892
1577,1577,1577,17,28238,33204,0,850,0.2733
1578,1578,1578,23,86213,67086,0,850,0.1372
1579,1579,1579,5,31235,96,1,615,0.2113
1580,1580,1580,14,22751,2643,1,656,0.2154
1581,1581,1581,8,13623,11438,0,786,0.2258
1582,1582,1582,20,14534,5868,0,850,0.178
1583,1583,1583,18,6776,7002,0,850,0.223
1584,1584,1584,23,8152,1012,1,687,0.1876
1585,1585,1585,7,15978,3039,1,682,0.1692
1586,1586,1586,24,28832,34353,0,819,0.211
1587,1587,1587,14,4878,5422,0,850,0.2109
1588,1588,1588,14,31409,15003,0,850,0.2289
1589,1589,1589,6,5731,3592,0,850,0.2139
1590,1590,1590,3,57590,2267,1,651,0.2046
1591,1591,1591,21,4127,4195,0,752,0.2772
1592,1592,1592,14,32006,5404,1,571,0.2948
1593,1593,1593,14,14311,11538,0,850,0.2218
1594,1594,1594,3,24204,12557,0,850,0.18
1595,1595,1595,10,18479,580,1,611,0.3208
1596,1596,1596,9,33341,6033,1,671,0.3012
1597,1597,1597,21,7362,8330,0,850,0.1957
1598,1598,1598,7,17467,15168,0,850,0.1079
1599,1599,1599,7,8094,2678,0,850,0.2181
1600,1600,1600,7,7713,6204,0,850,0.2454
1601,1601,1601,12,4494,3809,0,850,0.2268
1602,1602,1602,4,19705,1381,1,680,0.1667
1603,1603,1603,20,38687,35668,0,850,0.2053
1604,1604,1604,13,4072,2297,0,850,0.2193
1605,1605,1605,3,71767,30815,0,822,0.2242
1606,1606,1606,20,18219,17764,0,802,0.22
1607,1607,1607,9,9910,4724,0,850,0.2152
1608,1608,1608,21,18530,7462,0,850,0.1572
1609,1609,1609,22,16432,10244,0,850,0.1693
1610,1610,1610,20,21543,22608,0,850,0.1937
1611,1611,1611,13,61452,22976,0,850,0.1902
1612,1612,1612,1,12733,6060,0,802,0.3249
1613,1613,1613,23,25440,18513,0,833,0.1559
1614,1614,1614,23,12227,6833,0,850,0.1901
1615,1615,1615,6,61221,58129,0,821,0.2109
1616,1616,1616,20,13507,12256,0,850,0.1005
1617,1617,1617,24,49863,4770,1,733,0.141
1618,1618,1618,8,14155,6843,0,850,0.2161
1619,1619,1619,17,15713,13890,0,794,0.2547
1620,1620,1620,24,12333,12299,0,850,0.1761
1621,1621,1621,18,64186,12612,1,641,0.2227
1622,1622,1622,4,16446,5478,0,813,0.2898
1623,1623,1623,12,35644,5993,1,634,0.1511
1624,1624,1624,22,10807,8959,0,850,0.2112
1625,1625,1625,16,22489,1315,1,610,0.1684
1626,1626,1626,18,10390,3454,0,831,0.1505
1627,1627,1627,10,10633,1432,1,679,0.2031
1628,1628,1628,4,12923,11344,0,846,0.1402
1629,1629,1629,2,12656,11791,0,850,0.2146
1630,1630,1630,15,38557,28667,0,850,0.1795
1631,1631,1631,9,71533,4811,1,679,0.1863
1632,1632,1632,15,16851,1052,1,643,0.22
1633,1633,1633,5,21090,14855,0,850,0.2099
1634,1634,1634,19,7279,3910,0,802,0.2009
1635,1635,1635,3,36910,18479,0,850,0.1988
1636,1636,1636,17,20879,2950,1,711,0.2313
1637,1637,1637,13,27145,20054,0,850,0.2196
1638,1638,1638,24,9108,7848,0,850,0.1932
1639,1639,1639,3,1721,1245,0,850,0.1471
1640,1640,1640,4,39500,40959,0,838,0.2213
1641,1641,1641,18,12780,9548,0,850,0.2161
1642,1642,1642,24,10378,12342,0,850,0.1845
1643,1643,1643,3,8667,4492,0,850,0.2401
1644,1644,1644,14,23501,9980,0,791,0.2424
1645,1645,1645,16,59097,37599,0,844,0.2487
1646,1646,1646,12,46268,4281,1,644,0.1669
1647,1647,1647,11,27145,28965,0,760,0.2695
1648,1648,1648,2,4671,2441,0,808,0.1538
1649,1649,1649,1,9532,8004,0,850,0.1745
1650,1650,1650,13,12878,10689,0,838,0.1678
1651,1651,1651,18,7605,1056,1,648,0.2488
1652,1652,1652,18,75476,38631,0,850,0.196
1653,1653,1653,13,10080,6562,0,816,0.2597
1654,1654,1654,4,29030,29313,0,788,0.2473
1655,1655,1655,1,31736,5565,1,660,0.2043
1656,1656,1656,15,8760,6142,0,850,0.1987
1657,1657,1657,17,5094,3736,0,850,0.1783
1658,1658,1658,6,42987,49229,0,850,0.1636
1659,1659,1659,5,27951,16020,0,801,0.2484
1660,1660,1660,1,24284,7714,0,850,0.1767
1661,1661,1661,22,10968,10138,0,850,0.1712
1662,1662,1662,16,17709,17358,0,844,0.2214
1663,1663,1663,14,93068,86807,0,850,0.265
1664,1664,1664,24,19305,1687,1,650,0.2395
1665,1665,1665,5,20152,14809,0,801,0.2192
1666,1666,1666,3,4940,1564,0,810,0.239
1667,1667,1667,3,47477,45431,0,829,0.2471
1668,1668,1668,12,26159,2257,1,656,0.2349
1669,1669,1669,18,3458,1527,0,850,0.1573
1670,1670,1670,9,5692,2055,0,850,0.1692
1671,1671,1671,23,4992,2689,0,825,0.2477
1672,1672,1672,17,2806,2987,0,824,0.202
1673,1673,1673,17,44984,17792,0,849,0.2755
1674,1674,1674,20,26934,25416,0,850,0.2122
1675,1675,1675,18,30294,954,1,604,0.2042
1676,1676,1676,3,16351,5387,0,850,0.194
1677,1677,1677,18,17144,1441,1,665,0.173
1678,1678,1678,15,16318,16212,0,836,0.1566
1679,1679,1679,1,26838,22509,0,850,0.2003
1680,1680,1680,3,112225,51039,0,797,0.2387
1681,1681,1681,7,26651,14683,0,850,0.2029
1682,1682,1682,10,28385,2285,1,650,0.1791
1683,1683,1683,9,35047,30870,0,849,0.213
1684,1684,1684,9,27931,25626,0,795,0.2219
1685,1685,1685,8,8178,4858,0,838,0.2637
1686,1686,1686,6,54213,32775,0,804,0.1876
1687,1687,1687,1,6354,823,1,585,0.283
1688,1688,1688,16,6474,7452,0,829,0.18
1689,1689,1689,24,8960,1360,1,699,0.2091
1690,1690,1690,24,8532,6349,0,850,0.1966
1691,1691,1691,10,33754,3436,1,598,0.2434
1692,1692,1692,11,13770,2221,1,645,0.2358
1693,1693,1693,12,9861,596,1,613,0.1881
1694,1694,1694,22,6268,6653,0,850,0.3133
1695,1695,1695,3,34114,30936,0,850,0.207
1696,1696,1696,6,18469,14465,0,850,0.1448
1697,1697,1697,8,63361,75093,0,823,0.2468
1698,1698,1698,23,11758,10960,0,791,0.2119
1699,1699,1699,13,14970,13157,0,829,0.2468
1700,1700,1700,24,3430,3735,0,850,0.1811
1701,1701,1701,19,4766,3810,0,850,0.2062
1702,1702,1702,8,123413,11981,1,621,0.235
1703,1703,1703,21,72219,30620,0,850,0.187
1704,1704,1704,23,10107,7316,0,850,0.1789
1705,1705,1705,13,35281,26957,0,850,0.2019
1706,1706,1706,4,9463,9888,0,842,0.1939
1707,1707,1707,3,18842,2966,1,621,0.1615
1708,1708,1708,22,14318,13073,0,850,0.1699
1709,1709,1709,20,21781,12496,0,850,0.2189
1710,1710,1710,3,24217,27731,0,850,0.2463
1711,1711,1711,22,40255,29119,0,843,0.2238
1712,1712,1712,12,17083,14694,0,850,0.191
1713,1713,1713,5,23273,2115,1,617,0.2951
1714,1714,1714,6,48980,18705,0,850,0.1495
1715,1715,1715,18,10833,1938,1,605,0.2035
1716,1716,1716,20,5410,396,1,673,0.2203
1717,1717,1717,14,28826,4776,1,632,0.2057
1718,1718,1718,5,23897,21634,0,805,0.2571
1719,1719,1719,11,20632,7214,0,825,0.2121
1720,1720,1720,9,22751,18710,0,850,0.2283
1721,1721,1721,17,14237,9523,0,850,0.1694
1722,1722,1722,12,21950,7846,0,830,0.1979
1723,1723,1723,1,23641,3073,1,685,0.1576
1724,1724,1724,1,7393,1409,1,652,0.1665
1725,1725,1725,4,4808,2755,0,850,0.2242
1726,1726,1726,22,4918,1848,0,850,0.1453
1727,1727,1727,18,7581,695,1,600,0.2393
1728,1728,1728,17,4854,2792,0,850,0.1608
1729,1729,1729,12,52509,60491,0,850,0.1987
1730,1730,1730,20,27147,22596,0,850,0.1493
1731,1731,1731,24,63782,35498,0,850,0.1856
1732,1732,1732,22,3973,3082,0,842,0.2327
1733,1733,1733,12,5981,4698,0,850,0.2179
1734,1734,1734,5,38139,36387,0,850,0.1948
1735,1735,1735,1,13749,15288,0,821,0.1906
1736,1736,1736,19,29852,34817,0,795,0.2388
1737,1737,1737,7,20768,19648,0,799,0.3012
1738,1738,1738,15,5082,4021,0,837,0.3072
1739,1739,1739,14,28417,14277,0,803,0.2017
1740,1740,1740,3,33354,22104,0,850,0.1529
1741,1741,1741,5,4893,3620,0,850,0.2224
1742,1742,1742,6,8242,3424,0,791,0.1971
1743,1743,1743,11,4779,2536,0,850,0.1834
1744,1744,1744,19,120168,4711,1,653,0.1554
1745,1745,1745,22,20771,77,1,659,0.2218
1746,1746,1746,2,86350,63364,0,850,0.1977
1747,1747,1747,12,13550,6821,0,850,0.1838
1748,1748,1748,23,10705,8736,0,850,0.1657
1749,1749,1749,14,48279,24558,0,802,0.2547
1750,1750,1750,9,31222,14792,0,835,0.2286
1751,1751,1751,20,18831,1503,1,675,0.2456
1752,1752,1752,16,20155,12320,0,802,0.2069
1753,1753,1753,17,34458,27137,0,850,0.1935
1754,1754,1754,17,13300,5897,0,821,0.2933
1755,1755,1755,2,2894,517,1,663,0.2182
1756,1756,1756,10,3454,2252,0,823,0.1672
1757,1757,1757,11,74685,55310,0,838,0.1642
1758,1758,1758,3,35302,34809,0,850,0.151
1759,1759,1759,2,15046,12186,0,850,0.1594
1760,1760,1760,4,6976,5970,0,849,0.1726
1761,1761,1761,8,1104,1022,0,850,0.1315
1762,1762,1762,19,44088,31121,0,850,0.159
1763,1763,1763,20,27993,650,1,672,0.1814
1764,1764,1764,18,25936,26464,0,832,0.2459
1765,1765,1765,1,25591,26755,0,803,0.2436
1766,1766,1766,24,2297,223,1,638,0.2506
1767,1767,1767,23,33088,38316,0,850,0.106
1768,1768,1768,2,28021,2660,1,628,0.1914
1769,1769,1769,8,12105,2051,1,646,0.2333
1770,1770,1770,10,88241,60038,0,850,0.1842
1771,1771,1771,19,15332,16220,0,850,0.187
1772,1772,1772,7,34409,29772,0,850,0.1234
1773,1773,1773,17,49089,23801,0,752,0.2541
1774,1774,1774,3,22192,2633,1,672,0.2288
1775,1775,1775,15,21460,3804,1,629,0.2422
1776,1776,1776,4,11083,6239,0,768,0.236
1777,1777,1777,17,64515,70351,0,797,0.1999
1778,1778,1778,11,6002,6458,0,813,0.2682
1779,1779,1779,6,34314,36988,0,792,0.2001
1780,1780,1780,17,14219,15265,0,837,0.2083
1781,1781,1781,10,2622,2094,0,818,0.2875
1782,1782,1782,1,8919,7627,0,850,0.1883
1783,1783,1783,18,21372,24662,0,822,0.2631
1784,1784,1784,14,3103,1292,0,807,0.1905
1785,1785,1785,19,45538,46705,0,838,0.1658
1786,1786,1786,18,12483,9657,0,850,0.2408
1787,1787,1787,24,3638,4294,0,850,0.2296
1788,1788,1788,22,13446,11769,0,850,0.294
1789,1789,1789,1,140086,62518,0,850,0.1554
1790,1790,1790,22,8147,8423,0,850,0.1406
1791,1791,1791,1,12605,11412,0,822,0.2751
1792,1792,1792,9,43797,1746,1,677,0.1794
1793,1793,1793,14,22229,6848,0,800,0.2704
1794,1794,1794,3,13873,10949,0,794,0.1889
1795,1795,1795,12,16282,2303,1,633,0.2607
1796,1796,1796,17,21091,22789,0,845,0.2164
1797,1797,1797,17,21614,11365,0,839,0.1971
1798,1798,1798,2,4464,4002,0,850,0.2475
1799,1799,1799,6,6089,3718,0,826,0.1987
1800,1800,1800,1,8160,374,1,680,0.2159
1801,1801,1801,23,10132,4697,0,829,0.1201
1802,1802,1802,12,17437,13120,0,850,0.1862
1803,1803,1803,4,5317,478,1,687,0.2155
1804,1804,1804,23,16376,13476,0,850,0.2424
