id_cliente,idade,faixa_etaria,escolaridade,genero,estado_civil
1305,44,36-45,Graduação,Masculino,Casado
1306,27,26-35,Graduação,Feminino,Solteiro
1307,38,36-45,Graduação,Feminino,Casado
1308,37,36-45,Graduação,Feminino,Casado
1309,51,46-55,Pós-Graduação,Masculino,Outros
1310,43,36-45,Ensino Médio,Masculino,Solteiro
1311,37,36-45,Graduação,Masculino,Casado
1312,47,46-55,Graduação,Masculino,Solteiro
1313,54,46-55,Graduação,Feminino,Casado
1314,44,36-45,Graduação,Feminino,Outros
1315,38,36-45,Pós-Graduação,Masculino,Casado
1316,22,18-25,Pós-Graduação,Masculino,Casado
1317,25,18-25,Pós-Graduação,Masculino,Solteiro
1318,34,26-35,Ensino Médio,Masculino,Solteiro
1319,30,26-35,Ensino Médio,Masculino,Casado
1320,35,26-35,Ensino Médio,Masculino,Solteiro
1321,38,36-45,Ensino Médio,Feminino,Casado
1322,44,36-45,Ensino Médio,Masculino,Outros
1323,37,36-45,Graduação,Feminino,Casado
1324,43,36-45,Graduação,Feminino,Outros
1325,38,36-45,Pós-Graduação,Masculino,Solteiro
1326,18,18-25,Graduação,Feminino,Casado
1327,26,26-35,Ensino Médio,Feminino,Outros
1328,36,36-45,Graduação,Feminino,Outros
1329,23,18-25,Graduação,Masculino,Solteiro
1330,45,36-45,Graduação,Masculino,Casado
1331,56,56+,Graduação,Feminino,Solteiro
1332,52,46-55,Ensino Médio,Feminino,Solteiro
1333,35,26-35,Ensino Médio,Masculino,Solteiro
1334,55,46-55,Graduação,Masculino,Solteiro
1335,39,36-45,Ensino Médio,Masculino,Casado
1336,33,26-35,Graduação,Masculino,Solteiro
1337,30,26-35,Ensino Médio,Feminino,Solteiro
1338,34,26-35,Graduação,Masculino,Casado
1339,33,26-35,Graduação,Masculino,Solteiro
1340,40,36-45,Graduação,Feminino,Solteiro
1341,39,36-45,Ensino Médio,Masculino,Solteiro
1342,38,36-45,Outros,Feminino,Casado
1343,43,36-45,Pós-Graduação,Feminino,Solteiro
1344,52,46-55,Pós-Graduação,Masculino,Casado
1345,49,46-55,Outros,Feminino,Solteiro
1346,20,18-25,Graduação,Feminino,Solteiro
1347,18,18-25,Graduação,Masculino,Solteiro
1348,49,46-55,Graduação,Masculino,Casado
1349,21,18-25,Pós-Graduação,Feminino,Solteiro
1350,35,26-35,Ensino Médio,Feminino,Outros
1351,23,18-25,Ensino Médio,Feminino,Casado
1352,18,18-25,Graduação,Masculino,Solteiro
1353,44,36-45,Graduação,Feminino,Solteiro
1354,47,46-55,Ensino Médio,Masculino,Solteiro
1355,31,26-35,Pós-Graduação,Feminino,Casado
1356,18,18-25,Ensino Médio,Feminino,Casado
1357,31,26-35,Graduação,Masculino,Outros
1358,42,36-45,Graduação,Feminino,Casado
1359,20,18-25,Outros,Feminino,Casado
1360,40,36-45,Ensino Médio,Feminino,Solteiro
1361,37,36-45,Graduação,Masculino,Casado
1362,44,36-45,Ensino Médio,Feminino,Solteiro
1363,39,36-45,Graduação,Feminino,Solteiro
1364,26,26-35,Graduação,Masculino,Outros
1365,52,46-55,Outros,Masculino,Solteiro
1366,36,36-45,Ensino Médio,Masculino,Casado
1367,37,36-45,Graduação,Feminino,Casado
1368,26,26-35,Graduação,Feminino,Solteiro
1369,32,26-35,Pós-Graduação,Masculino,Casado
1370,27,26-35,Pós-Graduação,Feminino,Outros
1371,35,26-35,Graduação,Masculino,Solteiro
1372,58,56+,Ensino Médio,Feminino,Casado
1373,21,18-25,Graduação,Masculino,Outros
1374,18,18-25,Ensino Médio,Masculino,Casado
1375,55,46-55,Pós-Graduação,Masculino,Casado
1376,35,26-35,Graduação,Masculino,Solteiro
1377,29,26-35,Graduação,Feminino,Solteiro
1378,50,46-55,Graduação,Feminino,Solteiro
1379,30,26-35,Pós-Graduação,Masculino,Casado
1380,59,56+,Outros,Masculino,Casado
1381,46,46-55,Graduação,Masculino,Casado
1382,32,26-35,Outros,Feminino,Casado
1383,63,56+,Graduação,Feminino,Casado
1384,30,26-35,Outros,Masculino,Solteiro
1385,46,46-55,Graduação,Feminino,Outros
1386,41,36-45,Outros,Masculino,Casado
1387,53,46-55,Pós-Graduação,Feminino,Casado
1388,56,56+,Ensino Médio,Feminino,Solteiro
1389,38,36-45,Outros,Feminino,Solteiro
1390,28,26-35,Pós-Graduação,Feminino,Outros
1391,43,36-45,Pós-Graduação,Feminino,Casado
1392,29,26-35,Graduação,Feminino,Casado
1393,62,56+,Outros,Feminino,Solteiro
1394,39,36-45,Graduação,Masculino,Solteiro
1395,33,26-35,Graduação,Masculino,Solteiro
1396,40,36-45,Pós-Graduação,Masculino,Solteiro
1397,21,18-25,Pós-Graduação,Feminino,Casado
1398,26,26-35,Ensino Médio,Masculino,Solteiro
1399,52,46-55,Pós-Graduação,Masculino,Solteiro
1400,30,26-35,Graduação,Masculino,Casado
1401,25,18-25,Outros,Masculino,Solteiro
1402,44,36-45,Graduação,Feminino,Solteiro
1403,52,46-55,Ensino Médio,Feminino,Casado
1404,46,46-55,Pós-Graduação,Feminino,Casado
1405,49,46-55,Graduação,Feminino,Casado
1406,28,26-35,Pós-Graduação,Feminino,Casado
1407,20,18-25,Ensino Médio,Masculino,Solteiro
1408,56,56+,Graduação,Masculino,Solteiro
1409,34,26-35,Graduação,Feminino,Casado
1410,34,26-35,Graduação,Masculino,Casado
1411,53,46-55,Pós-Graduação,Masculino,Outros
1412,44,36-45,Ensino Médio,Feminino,Casado
1413,43,36-45,Graduação,Masculino,Casado
1414,63,56+,Ensino Médio,Masculino,Casado
1415,30,26-35,Pós-Graduação,Masculino,Solteiro
1416,49,46-55,Ensino Médio,Masculino,Casado
1417,38,36-45,Pós-Graduação,Masculino,Solteiro
1418,41,36-45,Graduação,Masculino,Casado
1419,56,56+,Graduação,Feminino,Casado
1420,44,36-45,Ensino Médio,Feminino,Casado
1421,44,36-45,Graduação,Masculino,Solteiro
1422,50,46-55,Ensino Médio,Feminino,Solteiro
1423,33,26-35,Ensino Médio,Masculino,Casado
1424,27,26-35,Pós-Graduação,Masculino,Casado
1425,25,18-25,Graduação,Masculino,Solteiro
1426,18,18-25,Pós-Graduação,Feminino,Solteiro
1427,62,56+,Graduação,Masculino,Casado
1428,24,18-25,Ensino Médio,Feminino,Solteiro
1429,35,26-35,Ensino Médio,Feminino,Casado
1430,34,26-35,Graduação,Feminino,Casado
1431,41,36-45,Graduação,Feminino,Casado
1432,47,46-55,Graduação,Feminino,Solteiro
1433,48,46-55,Pós-Graduação,Masculino,Casado
1434,31,26-35,Ensino Médio,Masculino,Solteiro
1435,35,26-35,Graduação,Feminino,Solteiro
1436,41,36-45,Ensino Médio,Feminino,Solteiro
1437,35,26-35,Graduação,Masculino,Casado
1438,57,56+,Graduação,Masculino,Casado
1439,43,36-45,Graduação,Masculino,Outros
1440,46,46-55,Pós-Graduação,Masculino,Solteiro
1441,45,36-45,Graduação,Masculino,Solteiro
1442,52,46-55,Ensino Médio,Feminino,Casado
1443,40,36-45,Ensino Médio,Feminino,Casado
1444,22,18-25,Graduação,Masculino,Solteiro
1445,42,36-45,Graduação,Feminino,Casado
1446,30,26-35,Pós-Graduação,Feminino,Solteiro
1447,31,26-35,Ensino Médio,Masculino,Casado
1448,45,36-45,Pós-Graduação,Masculino,Casado
1449,52,46-55,Outros,Feminino,Casado
1450,38,36-45,Graduação,Feminino,Casado
1451,41,36-45,Graduação,Masculino,Casado
1452,58,56+,Outros,Feminino,Solteiro
1453,40,36-45,Pós-Graduação,Masculino,Casado
1454,69,56+,Graduação,Masculino,Casado
1455,44,36-45,Graduação,Masculino,Outros
1456,18,18-25,Graduação,Masculino,Solteiro
1457,47,46-55,Graduação,Feminino,Casado
1458,42,36-45,Ensino Médio,Feminino,Solteiro
1459,53,46-55,Ensino Médio,Masculino,Outros
1460,46,46-55,Pós-Graduação,Feminino,Casado
1461,36,36-45,Outros,Feminino,Casado
1462,23,18-25,Pós-Graduação,Masculino,Solteiro
1463,35,26-35,Graduação,Feminino,Casado
1464,27,26-35,Graduação,Masculino,Solteiro
1465,31,26-35,Pós-Graduação,Feminino,Outros
1466,45,36-45,Pós-Graduação,Masculino,Outros
1467,58,56+,Outros,Feminino,Casado
1468,42,36-45,Graduação,Masculino,Casado
1469,23,18-25,Pós-Graduação,Feminino,Outros
1470,43,36-45,Pós-Graduação,Feminino,Solteiro
1471,52,46-55,Ensino Médio,Masculino,Casado
1472,30,26-35,Ensino Médio,Masculino,Solteiro
1473,36,36-45,Graduação,Masculino,Casado
1474,38,36-45,Pós-Graduação,Feminino,Casado
1475,28,26-35,Graduação,Masculino,Outros
1476,45,36-45,Pós-Graduação,Feminino,Casado
1477,36,36-45,Pós-Graduação,Masculino,Casado
1478,43,36-45,Graduação,Masculino,Casado
1479,27,26-35,Graduação,Masculino,Solteiro
1480,32,26-35,Graduação,Masculino,Casado
1481,46,46-55,Graduação,Feminino,Solteiro
1482,33,26-35,Outros,Feminino,Solteiro
1483,58,56+,Outros,Masculino,Solteiro
1484,33,26-35,Graduação,Masculino,Casado
1485,40,36-45,Graduação,Masculino,Solteiro
1486,49,46-55,Graduação,Feminino,Casado
1487,20,18-25,Graduação,Masculino,Solteiro
1488,18,18-25,Ensino Médio,Feminino,Casado
1489,19,18-25,Graduação,Feminino,Casado
1490,53,46-55,Ensino Médio,Masculino,Solteiro
1491,31,26-35,Outros,Feminino,Casado
1492,68,56+,Graduação,Masculino,Casado
1493,31,26-35,Graduação,Masculino,Casado
1494,40,36-45,Pós-Graduação,Masculino,Solteiro
1495,56,56+,Graduação,Masculino,Casado
1496,62,56+,Graduação,Masculino,Casado
1497,62,56+,Graduação,Masculino,Casado
1498,52,46-55,Ensino Médio,Masculino,Solteiro
1499,50,46-55,Pós-Graduação,Masculino,Casado
1500,45,36-45,Graduação,Feminino,Casado
1501,47,46-55,Graduação,Feminino,Casado
1502,31,26-35,Ensino Médio,Masculino,Casado
1503,28,26-35,Graduação,Masculino,Solteiro
1504,37,36-45,Ensino Médio,Masculino,Solteiro
1505,35,26-35,Graduação,Feminino,Solteiro
1506,32,26-35,Graduação,Feminino,Casado
1507,46,46-55,Pós-Graduação,Masculino,Outros
1508,49,46-55,Graduação,Masculino,Casado
1509,39,36-45,Ensino Médio,Masculino,Outros
1510,55,46-55,Graduação,Masculino,Casado
1511,24,18-25,Ensino Médio,Feminino,Solteiro
1512,35,26-35,Graduação,Feminino,Casado
1513,29,26-35,Pós-Graduação,Masculino,Casado
1514,18,18-25,Pós-Graduação,Masculino,Solteiro
1515,37,36-45,Graduação,Masculino,Solteiro
1516,36,36-45,Ensino Médio,Masculino,Outros
1517,56,56+,Ensino Médio,Feminino,Solteiro
1518,45,36-45,Graduação,Feminino,Solteiro
1519,25,18-25,Graduação,Masculino,Casado
1520,60,56+,Graduação,Masculino,Outros
1521,52,46-55,Graduação,Feminino,Solteiro
1522,44,36-45,Graduação,Feminino,Solteiro
1523,35,26-35,Pós-Graduação,Masculino,Casado
1524,26,26-35,Pós-Graduação,Masculino,Solteiro
1525,33,26-35,Pós-Graduação,Masculino,Outros
1526,51,46-55,Pós-Graduação,Feminino,Casado
1527,60,56+,Pós-Graduação,Feminino,Casado
1528,56,56+,Graduação,Masculino,Casado
1529,32,26-35,Graduação,Feminino,Solteiro
1530,24,18-25,Outros,Feminino,Casado
1531,39,36-45,Pós-Graduação,Masculino,Casado
1532,18,18-25,Graduação,Masculino,Casado
1533,41,36-45,Graduação,Feminino,Solteiro
1534,36,36-45,Pós-Graduação,Feminino,Casado
1535,32,26-35,Ensino Médio,Feminino,Casado
1536,18,18-25,Pós-Graduação,Feminino,Outros
1537,44,36-45,Outros,Masculino,Outros
1538,31,26-35,Ensino Médio,Masculino,Casado
1539,23,18-25,Graduação,Feminino,Solteiro
1540,18,18-25,Graduação,Masculino,Solteiro
1541,37,36-45,Ensino Médio,Feminino,Casado
1542,59,56+,Graduação,Feminino,Casado
1543,57,56+,Graduação,Feminino,Solteiro
1544,32,26-35,Pós-Graduação,Masculino,Casado
1545,30,26-35,Pós-Graduação,Feminino,Casado
1546,43,36-45,Graduação,Feminino,Solteiro
1547,26,26-35,Graduação,Feminino,Solteiro
1548,41,36-45,Ensino Médio,Masculino,Solteiro
1549,47,46-55,Pós-Graduação,Masculino,Casado
1550,52,46-55,Ensino Médio,Masculino,Solteiro
1551,36,36-45,Graduação,Masculino,Casado
1552,35,26-35,Graduação,Masculino,Solteiro
1553,27,26-35,Graduação,Feminino,Solteiro
1554,28,26-35,Graduação,Feminino,Solteiro
1555,35,26-35,Pós-Graduação,Feminino,Casado
1556,42,36-45,Graduação,Masculino,Solteiro
1557,48,46-55,Ensino Médio,Masculino,Outros
1558,28,26-35,Graduação,Feminino,Solteiro
1559,55,46-55,Graduação,Masculino,Casado
1560,34,26-35,Ensino Médio,Masculino,Solteiro
1561,37,36-45,Ensino Médio,Masculino,Casado
1562,29,26-35,Graduação,Feminino,Outros
1563,18,18-25,Graduação,Feminino,Solteiro
1564,48,46-55,Ensino Médio,Masculino,Casado
1565,46,46-55,Graduação,Feminino,Casado
1566,34,26-35,Graduação,Masculino,Casado
1567,38,36-45,Graduação,Masculino,Outros
1568,44,36-45,Ensino Médio,Feminino,Casado
1569,19,18-25,Pós-Graduação,Feminino,Solteiro
1570,31,26-35,Outros,Feminino,Outros
1571,47,46-55,Pós-Graduação,Feminino,Casado
1572,22,18-25,Ensino Médio,Feminino,Casado
1573,41,36-45,Graduação,Feminino,Solteiro
1574,21,18-25,Graduação,Feminino,Solteiro
1575,43,36-45,Ensino Médio,Feminino,Casado
1576,37,36-45,Graduação,Feminino,Casado
1577,18,18-25,Graduação,Feminino,Solteiro
1578,51,46-55,Pós-Graduação,Masculino,Outros
1579,29,26-35,Pós-Graduação,Feminino,Casado
1580,28,26-35,Graduação,Masculino,Casado
1581,40,36-45,Ensino Médio,Masculino,Casado
1582,51,46-55,Pós-Graduação,Feminino,Solteiro
1583,25,18-25,Pós-Graduação,Masculino,Casado
1584,38,36-45,Graduação,Masculino,Outros
1585,43,36-45,Graduação,Feminino,Casado
1586,46,46-55,Ensino Médio,Masculino,Outros
1587,40,36-45,Pós-Graduação,Masculino,Solteiro
1588,33,26-35,Pós-Graduação,Feminino,Solteiro
1589,28,26-35,Outros,Masculino,Casado
1590,39,36-45,Graduação,Masculino,Solteiro
1591,25,18-25,Ensino Médio,Masculino,Casado
1592,18,18-25,Ensino Médio,Masculino,Casado
1593,43,36-45,Ensino Médio,Feminino,Casado
1594,48,46-55,Pós-Graduação,Feminino,Solteiro
1595,18,18-25,Ensino Médio,Masculino,Solteiro
1596,25,18-25,Ensino Médio,Feminino,Solteiro
1597,45,36-45,Graduação,Feminino,Solteiro
1598,62,56+,Graduação,Masculino,Casado
1599,38,36-45,Graduação,Feminino,Solteiro
1600,29,26-35,Pós-Graduação,Feminino,Solteiro
1601,35,26-35,Graduação,Feminino,Solteiro
1602,54,46-55,Graduação,Masculino,Solteiro
1603,30,26-35,Graduação,Masculino,Outros
1604,28,26-35,Graduação,Masculino,Outros
1605,32,26-35,Graduação,Masculino,Solteiro
1606,26,26-35,Graduação,Feminino,Casado
1607,39,36-45,Outros,Masculino,Solteiro
1608,57,56+,Pós-Graduação,Feminino,Solteiro
1609,41,36-45,Graduação,Masculino,Casado
1610,34,26-35,Pós-Graduação,Masculino,Casado
1611,34,26-35,Graduação,Feminino,Casado
1612,19,18-25,Ensino Médio,Masculino,Solteiro
1613,48,46-55,Outros,Feminino,Casado
1614,37,36-45,Graduação,Masculino,Casado
1615,35,26-35,Outros,Masculino,Solteiro
1616,75,56+,Pós-Graduação,Feminino,Solteiro
1617,41,36-45,Graduação,Feminino,Casado
1618,28,26-35,Pós-Graduação,Masculino,Casado
1619,32,26-35,Ensino Médio,Masculino,Outros
1620,51,46-55,Graduação,Feminino,Solteiro
1621,39,36-45,Ensino Médio,Feminino,Casado
1622,20,18-25,Ensino Médio,Feminino,Outros
1623,49,46-55,Pós-Graduação,Masculino,Casado
1624,29,26-35,Pós-Graduação,Feminino,Outros
1625,60,56+,Ensino Médio,Masculino,Casado
1626,50,46-55,Graduação,Masculino,Casado
1627,32,26-35,Pós-Graduação,Feminino,Casado
1628,53,46-55,Graduação,Masculino,Casado
1629,38,36-45,Graduação,Masculino,Solteiro
1630,48,46-55,Pós-Graduação,Masculino,Solteiro
1631,43,36-45,Graduação,Masculino,Solteiro
1632,27,26-35,Pós-Graduação,Feminino,Casado
1633,30,26-35,Graduação,Feminino,Casado
1634,50,46-55,Ensino Médio,Masculino,Casado
1635,33,26-35,Outros,Masculino,Casado
1636,33,26-35,Graduação,Feminino,Solteiro
1637,26,26-35,Pós-Graduação,Feminino,Casado
1638,43,36-45,Outros,Masculino,Solteiro
1639,62,56+,Graduação,Feminino,Solteiro
1640,25,18-25,Pós-Graduação,Feminino,Casado
1641,38,36-45,Outros,Masculino,Solteiro
1642,54,46-55,Ensino Médio,Masculino,Casado
1643,37,36-45,Ensino Médio,Masculino,Casado
1644,43,36-45,Ensino Médio,Feminino,Solteiro
1645,25,18-25,Graduação,Masculino,Solteiro
1646,43,36-45,Graduação,Masculino,Casado
1647,35,26-35,Ensino Médio,Masculino,Solteiro
1648,49,46-55,Graduação,Feminino,Casado
1649,52,46-55,Graduação,Masculino,Solteiro
1650,69,56+,Ensino Médio,Feminino,Solteiro
1651,44,36-45,Ensino Médio,Feminino,Solteiro
1652,41,36-45,Graduação,Masculino,Solteiro
1653,40,36-45,Ensino Médio,Masculino,Solteiro
1654,33,26-35,Ensino Médio,Masculino,Casado
1655,42,36-45,Ensino Médio,Feminino,Casado
1656,34,26-35,Graduação,Masculino,Outros
1657,40,36-45,Graduação,Masculino,Casado
1658,53,46-55,Graduação,Masculino,Solteiro
1659,25,18-25,Pós-Graduação,Masculino,Solteiro
1660,51,46-55,Graduação,Feminino,Solteiro
1661,53,46-55,Graduação,Feminino,Solteiro
1662,36,36-45,Graduação,Feminino,Solteiro
1663,18,18-25,Outros,Masculino,Solteiro
1664,30,26-35,Pós-Graduação,Masculino,Solteiro
1665,53,46-55,Ensino Médio,Feminino,Solteiro
1666,37,36-45,Ensino Médio,Masculino,Casado
1667,26,26-35,Pós-Graduação,Feminino,Solteiro
1668,31,26-35,Outros,Masculino,Solteiro
1669,48,46-55,Graduação,Masculino,Outros
1670,44,36-45,Graduação,Feminino,Casado
1671,35,26-35,Ensino Médio,Feminino,Casado
1672,33,26-35,Graduação,Feminino,Outros
1673,33,26-35,Ensino Médio,Masculino,Solteiro
1674,26,26-35,Pós-Graduação,Masculino,Casado
1675,57,56+,Ensino Médio,Feminino,Solteiro
1676,34,26-35,Graduação,Feminino,Outros
1677,52,46-55,Graduação,Feminino,Solteiro
1678,56,56+,Graduação,Masculino,Solteiro
1679,49,46-55,Ensino Médio,Feminino,Casado
1680,32,26-35,Ensino Médio,Feminino,Outros
1681,42,36-45,Graduação,Feminino,Solteiro
1682,37,36-45,Graduação,Feminino,Outros
1683,27,26-35,Graduação,Masculino,Casado
1684,41,36-45,Ensino Médio,Feminino,Casado
1685,23,18-25,Graduação,Feminino,Solteiro
1686,52,46-55,Ensino Médio,Feminino,Casado
1687,32,26-35,Ensino Médio,Feminino,Solteiro
1688,40,36-45,Graduação,Feminino,Outros
1689,41,36-45,Graduação,Feminino,Solteiro
1690,34,26-35,Graduação,Masculino,Outros
1691,45,36-45,Ensino Médio,Masculino,Solteiro
1692,32,26-35,Graduação,Masculino,Solteiro
1693,48,46-55,Graduação,Masculino,Solteiro
1694,21,18-25,Ensino Médio,Masculino,Solteiro
1695,39,36-45,Graduação,Masculino,Solteiro
1696,61,56+,Graduação,Masculino,Solteiro
1697,25,18-25,Graduação,Masculino,Solteiro
1698,29,26-35,Pós-Graduação,Masculino,Casado
1699,44,36-45,Ensino Médio,Masculino,Solteiro
1700,40,36-45,Pós-Graduação,Feminino,Outros
1701,42,36-45,Graduação,Feminino,Solteiro
1702,43,36-45,Ensino Médio,Masculino,Solteiro
1703,45,36-45,Graduação,Feminino,Solteiro
1704,51,46-55,Outros,Feminino,Solteiro
1705,42,36-45,Outros,Masculino,Solteiro
1706,35,26-35,Graduação,Feminino,Outros
1707,46,46-55,Pós-Graduação,Feminino,Casado
1708,60,56+,Ensino Médio,Feminino,Casado
1709,36,36-45,Graduação,Masculino,Solteiro
1710,26,26-35,Pós-Graduação,Feminino,Solteiro
1711,51,46-55,Ensino Médio,Masculino,Solteiro
1712,36,36-45,Pós-Graduação,Feminino,Casado
1713,18,18-25,Ensino Médio,Feminino,Casado
1714,48,46-55,Pós-Graduação,Masculino,Outros
1715,31,26-35,Pós-Graduação,Feminino,Casado
1716,36,36-45,Pós-Graduação,Masculino,Solteiro
1717,41,36-45,Outros,Feminino,Solteiro
1718,40,36-45,Ensino Médio,Feminino,Solteiro
1719,46,46-55,Ensino Médio,Masculino,Casado
1720,32,26-35,Graduação,Feminino,Solteiro
1721,44,36-45,Graduação,Masculino,Outros
1722,34,26-35,Graduação,Masculino,Casado
1723,46,46-55,Graduação,Feminino,Casado
1724,45,36-45,Graduação,Masculino,Casado
1725,26,26-35,Graduação,Feminino,Casado
1726,51,46-55,Graduação,Masculino,Outros
1727,31,26-35,Outros,Masculino,Solteiro
1728,47,46-55,Pós-Graduação,Feminino,Outros
1729,42,36-45,Outros,Masculino,Solteiro
1730,60,56+,Pós-Graduação,Feminino,Solteiro
1731,35,26-35,Graduação,Feminino,Casado
1732,33,26-35,Graduação,Feminino,Solteiro
1733,37,36-45,Graduação,Feminino,Solteiro
1734,34,26-35,Graduação,Feminino,Outros
1735,47,46-55,Graduação,Masculino,Solteiro
1736,18,18-25,Graduação,Feminino,Outros
1737,25,18-25,Ensino Médio,Masculino,Solteiro
1738,25,18-25,Ensino Médio,Feminino,Solteiro
1739,49,46-55,Ensino Médio,Feminino,Casado
1740,58,56+,Graduação,Feminino,Solteiro
1741,36,36-45,Graduação,Feminino,Solteiro
1742,35,26-35,Graduação,Feminino,Casado
1743,38,36-45,Graduação,Feminino,Casado
1744,51,46-55,Graduação,Feminino,Solteiro
1745,26,26-35,Graduação,Masculino,Casado
1746,40,36-45,Pós-Graduação,Masculino,Solteiro
1747,49,46-55,Graduação,Masculino,Solteiro
1748,44,36-45,Pós-Graduação,Feminino,Outros
1749,40,36-45,Ensino Médio,Masculino,Solteiro
1750,50,46-55,Ensino Médio,Masculino,Solteiro
1751,18,18-25,Outros,Masculino,Casado
1752,46,46-55,Ensino Médio,Feminino,Casado
1753,30,26-35,Pós-Graduação,Feminino,Casado
1754,18,18-25,Ensino Médio,Masculino,Casado
1755,44,36-45,Ensino Médio,Masculino,Outros
1756,54,46-55,Graduação,Masculino,Solteiro
1757,36,36-45,Graduação,Masculino,Casado
1758,49,46-55,Outros,Masculino,Casado
1759,57,56+,Graduação,Feminino,Solteiro
1760,53,46-55,Outros,Feminino,Solteiro
1761,57,56+,Pós-Graduação,Masculino,Casado
1762,46,46-55,Pós-Graduação,Masculino,Outros
1763,38,36-45,Graduação,Masculino,Casado
1764,18,18-25,Graduação,Masculino,Casado
1765,35,26-35,Ensino Médio,Masculino,Casado
1766,27,26-35,Outros,Masculino,Solteiro
1767,64,56+,Graduação,Masculino,Casado
1768,35,26-35,Pós-Graduação,Feminino,Casado
1769,39,36-45,Ensino Médio,Feminino,Casado
1770,44,36-45,Graduação,Feminino,Solteiro
1771,38,36-45,Pós-Graduação,Masculino,Casado
1772,58,56+,Graduação,Feminino,Casado
1773,30,26-35,Ensino Médio,Feminino,Casado
1774,40,36-45,Ensino Médio,Masculino,Casado
1775,29,26-35,Graduação,Masculino,Solteiro
1776,22,18-25,Graduação,Feminino,Casado
1777,30,26-35,Outros,Masculino,Casado
1778,37,36-45,Ensino Médio,Masculino,Solteiro
1779,32,26-35,Graduação,Feminino,Casado
1780,29,26-35,Graduação,Feminino,Casado
1781,21,18-25,Ensino Médio,Masculino,Casado
1782,37,36-45,Graduação,Feminino,Outros
1783,19,18-25,Pós-Graduação,Feminino,Solteiro
1784,47,46-55,Graduação,Masculino,Solteiro
1785,38,36-45,Graduação,Feminino,Outros
1786,20,18-25,Graduação,Masculino,Outros
1787,34,26-35,Pós-Graduação,Masculino,Solteiro
1788,28,26-35,Ensino Médio,Feminino,Solteiro
1789,41,36-45,Graduação,Masculino,Casado
1790,54,46-55,Pós-Graduação,Masculino,Casado
1791,18,18-25,Pós-Graduação,Masculino,Solteiro
1792,39,36-45,Outros,Feminino,Outros
1793,36,36-45,Ensino Médio,Feminino,Solteiro
1794,46,46-55,Graduação,Masculino,Solteiro
1795,40,36-45,Ensino Médio,Feminino,Solteiro
1796,28,26-35,Graduação,Masculino,Casado
1797,34,26-35,Outros,Feminino,Casado
1798,28,26-35,Graduação,Masculino,Solteiro
1799,50,46-55,Ensino Médio,Feminino,Casado
1800,38,36-45,Pós-Graduação,Feminino,Solteiro
1801,60,56+,Graduação,Feminino,Outros
1802,37,36-45,Outros,Masculino,Outros
1803,29,26-35,Graduação,Feminino,Casado
1804,19,18-25,Graduação,Masculino,Outros
1805,18,18-25,Pós-Graduação,Feminino,Casado
1806,18,18-25,Ensino Médio,Masculino,Casado
1807,41,36-45,Graduação,Masculino,Solteiro
1808,44,36-45,Graduação,Masculino,Casado
1809,19,18-25,Outros,Masculino,Casado
1810,48,46-55,Pós-Graduação,Feminino,Casado
1811,32,26-35,Graduação,Feminino,Solteiro
1812,39,36-45,Outros,Feminino,Casado
1813,57,56+,Graduação,Feminino,Solteiro
1814,48,46-55,Graduação,Feminino,Solteiro
1815,34,26-35,Graduação,Masculino,Solteiro
1816,27,26-35,Ensino Médio,Masculino,Outros
1817,18,18-25,Pós-Graduação,Masculino,Casado
1818,29,26-35,Outros,Masculino,Casado
1819,35,26-35,Ensino Médio,Masculino,Casado
1820,26,26-35,Pós-Graduação,Masculino,Casado
1821,36,36-45,Ensino Médio,Masculino,Solteiro
1822,38,36-45,Graduação,Masculino,Casado
1823,35,26-35,Graduação,Feminino,Casado
1824,30,26-35,Ensino Médio,Masculino,Solteiro
1825,40,36-45,Outros,Feminino,Solteiro
1826,43,36-45,Pós-Graduação,Feminino,Solteiro
1827,24,18-25,Graduação,Feminino,Solteiro
1828,54,46-55,Graduação,Masculino,Solteiro
1829,36,36-45,Graduação,Masculino,Solteiro
1830,38,36-45,Graduação,Masculino,Casado
1831,46,46-55,Pós-Graduação,Masculino,Outros
1832,40,36-45,Ensino Médio,Masculino,Solteiro
1833,49,46-55,Graduação,Feminino,Casado
1834,41,36-45,Pós-Graduação,Feminino,Casado
1835,30,26-35,Ensino Médio,Feminino,Solteiro
1836,42,36-45,Ensino Médio,Masculino,Outros
1837,24,18-25,Graduação,Masculino,Casado
1838,39,36-45,Graduação,Feminino,Casado
1839,37,36-45,Graduação,Masculino,Outros
1840,35,26-35,Graduação,Feminino,Outros
1841,36,36-45,Graduação,Feminino,Casado
1842,18,18-25,Ensino Médio,Masculino,Casado
1843,31,26-35,Pós-Graduação,Masculino,Solteiro
1844,39,36-45,Pós-Graduação,Masculino,Casado
1845,39,36-45,Pós-Graduação,Masculino,Outros
1846,25,18-25,Pós-Graduação,Masculino,Casado
1847,53,46-55,Pós-Graduação,Masculino,Casado
1848,27,26-35,Outros,Masculino,Casado
1849,49,46-55,Graduação,Masculino,Casado
1850,43,36-45,Pós-Graduação,Feminino,Casado
1851,30,26-35,Graduação,Masculino,Casado
1852,59,56+,Outros,Feminino,Solteiro
1853,23,18-25,Graduação,Feminino,Casado
1854,49,46-55,Graduação,Feminino,Outros
1855,50,46-55,Ensino Médio,Feminino,Casado
1856,29,26-35,Graduação,Masculino,Solteiro
1857,54,46-55,Graduação,Masculino,Casado
